customer_id,gender,customer_name,city,state_code,state_name,zip_code,country,birthday,continent,age,age_group
394434,Female,Melissa Anthony,CLYDE,AB,Alberta,T0G 0P0,Canada,1958-03-21,North America,66,65 - ~
239991,Male,Wayne Chung,High Prairie,AB,Alberta,T0G 1E0,Canada,1951-04-21,North America,73,65 - ~
203836,Female,Lucille Jackson,Legal,AB,Alberta,T0G 1L0,Canada,1943-01-27,North America,81,65 - ~
381223,Female,Amy Cribbs,Slave Lake,AB,Alberta,T0G 2A2,Canada,1936-07-26,North America,88,65 - ~
202578,Female,Wendy Wilson,Brownvale,AB,Alberta,T0H 0L0,Canada,2001-11-03,North America,23,18 - 34
266399,Male,Robert Wagner,Fort Vermilion,AB,Alberta,T0H 1N0,Canada,1999-05-15,North America,25,18 - 34
351994,Male,Oliver Deane,John D'or Prairie,AB,Alberta,T0H 1N0,Canada,1959-07-03,North America,65,Undefined
306301,Male,Daniel Bray,Fox Creek,AB,Alberta,T0H 1P0,Canada,1965-03-09,North America,59,50 - 64
343400,Female,Lisa Smith,La Crete,AB,Alberta,T0H 2H0,Canada,1968-08-01,North America,56,50 - 64
300543,Male,Gail George,Nampa,AB,Alberta,T0H 2R0,Canada,1950-02-14,North America,74,65 - ~
327942,Female,Ann Neely,Rainbow Lake,AB,Alberta,T0H 2Y0,Canada,1983-04-10,North America,41,35 - 49
272362,Male,Robert Kelley,Silver Valley,AB,Alberta,T0H 3E0,Canada,1958-10-20,North America,66,65 - ~
229987,Female,Kristina Callahan,Brooks,AB,Alberta,T0J 0J0,Canada,1953-01-05,North America,71,65 - ~
313652,Male,Gregory Morris,Craigmyle,AB,Alberta,T0J 0T0,Canada,1966-03-08,North America,58,50 - 64
284118,Female,Terri Nelson,Oyen,AB,Alberta,T0J 2J0,Canada,1994-11-20,North America,30,18 - 34
323150,Male,William Ellenberger,Standard,AB,Alberta,T0J 3G0,Canada,1979-08-26,North America,45,35 - 49
311493,Female,Blanca Benjamin,Strathmore,AB,Alberta,T0J 3H0,Canada,1948-06-13,North America,76,65 - ~
222847,Male,Leo Pratt,Crowsnest Pass,AB,Alberta,T0K 0E0,Canada,1973-02-25,North America,51,50 - 64
326086,Male,Jose Backlund,Coutts,AB,Alberta,T0K 0N0,Canada,1992-07-28,North America,32,18 - 34
261122,Male,Mike Defilippo,Etzikom,AB,Alberta,T0K 0W0,Canada,1979-01-21,North America,45,35 - 49
262037,Female,Patricia Johnson,Stirling,AB,Alberta,T0K 2E0,Canada,1980-12-11,North America,44,35 - 49
384493,Male,James Valentin,Stirling,AB,Alberta,T0K 2E0,Canada,1983-06-14,North America,41,35 - 49
399805,Female,Laura Carothers,Barons,AB,Alberta,T0L 0G0,Canada,1989-08-27,North America,35,35 - 49
354010,Female,Rebecca Gibbs,Bragg Creek,AB,Alberta,T0L 0K0,Canada,1972-03-22,North America,52,50 - 64
223555,Female,Frances Poole,Canmore,AB,Alberta,T0L 0M0,Canada,1998-05-29,North America,26,18 - 34
356660,Male,Ed Barry,Canmore,AB,Alberta,T0L 0M0,Canada,1987-01-04,North America,37,35 - 49
337589,Female,Adrienne Soriano,Carmangay,AB,Alberta,T0L 0N0,Canada,2001-08-08,North America,23,18 - 34
345044,Male,Michael Mosqueda,Cayley,AB,Alberta,T0L 0P0,Canada,1983-04-29,North America,41,35 - 49
316518,Female,Jackie Hubbard,Okotoks,AB,Alberta,T0L 0T0,Canada,1968-12-09,North America,56,50 - 64
385627,Male,John Prince,Claresholm,AB,Alberta,T0L 0T0,Canada,1997-11-15,North America,27,18 - 34
201664,Male,Nathan Hall,Cochrane,AB,Alberta,T0L 0W0,Canada,1949-11-22,North America,75,65 - ~
224035,Male,Luke Lever,Cochrane,AB,Alberta,T0L 0W0,Canada,1976-03-10,North America,48,35 - 49
277915,Male,Jeff Montalvo,Priddis,AB,Alberta,T0L 1W0,Canada,1936-07-18,North America,88,65 - ~
229286,Female,Annamarie Rodriguez,STAVELY,AB,Alberta,T0L 1Z0,Canada,1980-12-10,North America,44,35 - 49
372694,Male,Douglas Stockard,STAVELY,AB,Alberta,T0L 1Z0,Canada,1997-08-04,North America,27,18 - 34
281675,Male,Larry King,Turner Valley,AB,Alberta,T0L 2A0,Canada,1986-04-18,North America,38,35 - 49
394231,Male,Ruben Webb,Bowden,AB,Alberta,T0M 0K0,Canada,1937-02-04,North America,87,65 - ~
248178,Female,Mary Alvarez,Carbon,AB,Alberta,T0M 0L0,Canada,1947-04-01,North America,77,65 - ~
370829,Male,Roy Horne,Didsbury,AB,Alberta,T0M 0W0,Canada,1975-09-06,North America,49,35 - 49
328534,Female,Helen Louque,Irricana,AB,Alberta,T0M 1B0,Canada,2000-07-07,North America,24,18 - 34
237358,Male,Mark Blair,Olds,AB,Alberta,T0M 1P0,Canada,1961-01-31,North America,63,50 - 64
326924,Female,Rebecca Bennett,Torrington,AB,Alberta,T0M 2B0,Canada,1966-08-30,North America,58,50 - 64
238678,Male,Antonio Petersen,Medicine Hat,AB,Alberta,T1A 0N1,Canada,1971-01-07,North America,53,50 - 64
383902,Female,Theresa McCormick,Medicine Hat,AB,Alberta,T1A 0N1,Canada,1997-07-26,North America,27,18 - 34
268520,Female,Stephanie Manning,Lethbridge,AB,Alberta,T1J 0J9,Canada,1935-11-21,North America,89,65 - ~
263373,Male,Daniel Shirey,Lethbridge,AB,Alberta,T1J 2J7,Canada,1990-08-15,North America,34,18 - 34
318058,Female,Nicole Weber,Lethbridge,AB,Alberta,T1J 2J7,Canada,1964-10-01,North America,60,50 - 64
366856,Male,Peter South,Lethbridge,AB,Alberta,T1J 2J7,Canada,1970-11-06,North America,54,50 - 64
387704,Female,Michelle Scoggins,Lethbridge,AB,Alberta,T1J 2J7,Canada,1965-01-13,North America,59,50 - 64
213262,Female,Mary Ulmer,Bear Canyon,AB,Alberta,T1T 1T1,Canada,1957-10-17,North America,67,65 - ~
239934,Male,Anthony Olsen,Bear Canyon,AB,Alberta,T1T 1T1,Canada,1993-07-03,North America,31,18 - 34
339146,Male,Carl Bowman,Bindloss,AB,Alberta,T1T 1T1,Canada,1939-01-19,North America,85,65 - ~
351623,Female,Charlene Posey,Lethbridge,AB,Alberta,T1T 1T1,Canada,1972-06-21,North America,52,50 - 64
379953,Male,Shaun Tillman,Grande Prairie,AB,Alberta,T1V 1N2,Canada,1999-07-01,North America,25,18 - 34
244179,Male,Peter Hummel,Calgary,AB,Alberta,T2A 1C8,Canada,1985-12-12,North America,39,35 - 49
361214,Female,Hilda Kuykendall,Calgary,AB,Alberta,T2A 1C8,Canada,1958-01-02,North America,66,65 - ~
364852,Female,Ruth Leslie,Calgary,AB,Alberta,T2A 1C8,Canada,1953-12-01,North America,71,65 - ~
261099,Female,Karen Watson,Calgary,AB,Alberta,T2E 6J8,Canada,1955-08-24,North America,69,65 - ~
396388,Female,Annie Wright,Calgary,AB,Alberta,T2E 6J8,Canada,1985-10-29,North America,39,35 - 49
286077,Male,Joe Bradshaw,Calgary,AB,Alberta,T2J 0N5,Canada,1996-07-23,North America,28,18 - 34
361237,Male,Christopher Sanders,Calgary,AB,Alberta,T2J 0N5,Canada,1962-03-09,North America,62,50 - 64
210538,Male,Joe Burton,Calgary,AB,Alberta,T2M 0G6,Canada,1951-08-26,North America,73,65 - ~
326173,Male,Glen Johnson,Calgary,AB,Alberta,T2M 0X4,Canada,1965-07-04,North America,59,50 - 64
359037,Male,Calvin Walker,Calgary,AB,Alberta,T2M 0X4,Canada,1988-03-14,North America,36,35 - 49
379770,Male,Louis Stringfellow,Calgary,AB,Alberta,T2N 2A7,Canada,1969-08-04,North America,55,50 - 64
392041,Male,Charles Vasquez,Calgary,AB,Alberta,T2N 2A7,Canada,1957-08-02,North America,67,65 - ~
212807,Female,Michelle Schwartz,Calgary,AB,Alberta,T2P 0H3,Canada,1993-01-11,North America,31,18 - 34
241136,Male,Jermaine Gardner,Calgary,AB,Alberta,T2P 0H3,Canada,1966-04-24,North America,58,50 - 64
251282,Male,Philip Holley,Calgary,AB,Alberta,T2P 0H3,Canada,1976-05-13,North America,48,35 - 49
266254,Female,Gina Ward,Calgary,AB,Alberta,T2P 0H3,Canada,1965-03-13,North America,59,50 - 64
278787,Female,Nancy Mendoza,Calgary,AB,Alberta,T2P 0H3,Canada,1939-01-21,North America,85,65 - ~
307671,Female,Marlene Cowley,Calgary,AB,Alberta,T2P 0H3,Canada,1993-05-24,North America,31,18 - 34
314334,Male,Ramon Martinez,Calgary,AB,Alberta,T2P 0H3,Canada,1943-06-26,North America,81,65 - ~
322616,Male,Ricky Gibson,Calgary,AB,Alberta,T2P 0H3,Canada,1994-03-19,North America,30,18 - 34
350710,Female,Delois Thompson,Calgary,AB,Alberta,T2P 0H3,Canada,1971-09-28,North America,53,50 - 64
231984,Female,Kathryn Williams,Calgary,AB,Alberta,T2P 0W4,Canada,1954-12-26,North America,70,65 - ~
243073,Female,Kathy Allen,Calgary,AB,Alberta,T2P 0W4,Canada,1974-02-05,North America,50,50 - 64
245912,Female,Evelyn Lavender,Calgary,AB,Alberta,T2P 0W4,Canada,1959-11-29,North America,65,Undefined
255406,Female,Mary McKee,Calgary,AB,Alberta,T2P 0W4,Canada,1936-06-14,North America,88,65 - ~
316566,Male,Darren Gossett,Calgary,AB,Alberta,T2P 0W4,Canada,1948-01-17,North America,76,65 - ~
320854,Female,Janie Berry,Calgary,AB,Alberta,T2P 0W4,Canada,1946-03-06,North America,78,65 - ~
361945,Male,Charles Hutchison,Calgary,AB,Alberta,T2P 0W4,Canada,1991-02-26,North America,33,18 - 34
388990,Male,Robert Magers,Calgary,AB,Alberta,T2P 0W4,Canada,1960-07-02,North America,64,50 - 64
221602,Female,Rebecca Johnson,Calgary,AB,Alberta,T2P 1M6,Canada,1977-05-01,North America,47,35 - 49
239187,Female,Viva Tocco,Calgary,AB,Alberta,T2P 1M6,Canada,1958-11-11,North America,66,65 - ~
247129,Male,Edward Sims,Calgary,AB,Alberta,T2P 1M6,Canada,1998-03-08,North America,26,18 - 34
282724,Female,Sharon Bartlow,Calgary,AB,Alberta,T2P 1M6,Canada,1999-03-25,North America,25,18 - 34
284346,Male,Aaron Larry,Calgary,AB,Alberta,T2P 1M6,Canada,1952-10-10,North America,72,65 - ~
289990,Male,Richard Goines,Calgary,AB,Alberta,T2P 1M6,Canada,1966-07-20,North America,58,50 - 64
290747,Female,Maria Entrekin,Calgary,AB,Alberta,T2P 1M6,Canada,1993-07-30,North America,31,18 - 34
329905,Female,Clara McCann,Calgary,AB,Alberta,T2P 1M6,Canada,1994-04-06,North America,30,18 - 34
338420,Female,Margaret Fry,Calgary,AB,Alberta,T2P 1M6,Canada,1999-10-30,North America,25,18 - 34
355542,Male,Robert Vickers,Calgary,AB,Alberta,T2P 1M6,Canada,1956-09-02,North America,68,65 - ~
218530,Female,Doreen Golla,Calgary,AB,Alberta,T2P 2V7,Canada,1983-05-12,North America,41,35 - 49
266492,Female,Glenn Valdez,Calgary,AB,Alberta,T2P 2V7,Canada,1948-08-02,North America,76,65 - ~
220463,Female,Tracey Wenzel,Edmonton,AB,Alberta,T2P 3Z3,Canada,1947-05-08,North America,77,65 - ~
381830,Male,David Franklin,Edmonton,AB,Alberta,T2P 3Z3,Canada,1959-06-04,North America,65,Undefined
286855,Male,Scott Parks,Calgary,AB,Alberta,T2P 4L4,Canada,1952-06-27,North America,72,65 - ~
369446,Female,Barbara Denniston,Calgary,AB,Alberta,T2P 4L4,Canada,1995-05-31,North America,29,18 - 34
341191,Female,Dona Williams,Calgary,AB,Alberta,T2R 0A9,Canada,1956-11-26,North America,68,65 - ~
229949,Male,Brian Watson,Calgary,AB,Alberta,T2T 0C6,Canada,1955-07-22,North America,69,65 - ~
233643,Female,Latisha Paschal,Calgary,AB,Alberta,T2T 0C6,Canada,1962-06-13,North America,62,50 - 64
261840,Male,Thomas Lim,Calgary,AB,Alberta,T2T 0C6,Canada,1974-04-15,North America,50,50 - 64
331277,Male,William Rochelle,Calgary,AB,Alberta,T2T 0C6,Canada,1993-05-25,North America,31,18 - 34
300324,Male,Andres Morales,Calgary,AB,Alberta,T2T 2Y6,Canada,1982-08-23,North America,42,35 - 49
354096,Female,Pearl Norris,Calgary,AB,Alberta,T2T 2Y6,Canada,1941-02-18,North America,83,65 - ~
202220,Female,Helen Martin,Calgary,AB,Alberta,T2V 2W2,Canada,1942-06-20,North America,82,65 - ~
224535,Male,Odell Dennis,Calgary,AB,Alberta,T2V 2W2,Canada,1954-01-26,North America,70,65 - ~
231898,Male,Robert Embree,Calgary,AB,Alberta,T2V 2W2,Canada,1968-12-17,North America,56,50 - 64
261558,Male,Donald Burke,Calgary,AB,Alberta,T2V 2W2,Canada,1971-06-20,North America,53,50 - 64
265704,Male,Donald Velez,Calgary,AB,Alberta,T2V 2W2,Canada,1979-05-16,North America,45,35 - 49
268913,Female,Mary Dias,Calgary,AB,Alberta,T2V 2W2,Canada,1937-04-14,North America,87,65 - ~
318980,Female,Carmel Perez,Calgary,AB,Alberta,T2V 2W2,Canada,1960-09-22,North America,64,50 - 64
319202,Female,Laura Diaz,Calgary,AB,Alberta,T2V 2W2,Canada,1938-03-29,North America,86,65 - ~
324541,Female,Cecelia Ayers,Calgary,AB,Alberta,T2V 2W2,Canada,1975-07-20,North America,49,35 - 49
334231,Male,Donald Wilson,Calgary,AB,Alberta,T2V 2W2,Canada,1982-07-05,North America,42,35 - 49
347144,Male,Paul Durant,Calgary,AB,Alberta,T2V 2W2,Canada,1955-08-08,North America,69,65 - ~
347982,Female,Renee Campfield,Calgary,AB,Alberta,T2V 2W2,Canada,1997-03-28,North America,27,18 - 34
348440,Female,Sixta Perkins,Calgary,AB,Alberta,T2V 2W2,Canada,1949-08-14,North America,75,65 - ~
351613,Male,Alan Perry,Calgary,AB,Alberta,T2V 2W2,Canada,1999-10-06,North America,25,18 - 34
353918,Male,Patrick Elmore,Calgary,AB,Alberta,T2V 2W2,Canada,1977-06-13,North America,47,35 - 49
366774,Male,Jacob Scott,Calgary,AB,Alberta,T2V 2W2,Canada,1968-09-29,North America,56,50 - 64
278518,Female,Janet Woods,Calgary,AB,Alberta,T2W 4H7,Canada,1968-01-25,North America,56,50 - 64
208037,Male,Jeff Allen,Calgary,AB,Alberta,T3B 2C3,Canada,1946-01-26,North America,78,65 - ~
211746,Male,Matthew Seiler,Calgary,AB,Alberta,T3E 0K6,Canada,1947-06-14,North America,77,65 - ~
233477,Female,Martha Hamilton,Calgary,AB,Alberta,T3E 0K6,Canada,2001-07-21,North America,23,18 - 34
227416,Male,Michael Hicks,Red Deer,AB,Alberta,T4N 2A6,Canada,2000-07-23,North America,24,18 - 34
249320,Female,Sarah Hall,Red Deer,AB,Alberta,T4N 2A6,Canada,1953-06-20,North America,71,65 - ~
266019,Female,Joan Roche,Red Deer,AB,Alberta,T4N 2A6,Canada,1962-08-24,North America,62,50 - 64
292420,Male,Randy Blodgett,Red Deer,AB,Alberta,T4N 2A6,Canada,1988-03-13,North America,36,35 - 49
308773,Female,Sharon Calhoun,Red Deer,AB,Alberta,T4N 2A6,Canada,2001-11-27,North America,23,18 - 34
364677,Female,Doris Duncan,Red Deer,AB,Alberta,T4N 2A6,Canada,1944-06-08,North America,80,65 - ~
388230,Female,Julia Hobbs,Red Deer,AB,Alberta,T4N 2A6,Canada,1949-01-30,North America,75,65 - ~
336267,Female,Linnea Burleson,Red Deer,AB,Alberta,T4N 5H6,Canada,1952-03-30,North America,72,65 - ~
303921,Male,John Orozco,Red Deer,AB,Alberta,T4N 5Z9,Canada,1962-08-06,North America,62,50 - 64
339448,Male,John Walker,Red Deer,AB,Alberta,T4N 5Z9,Canada,1951-12-08,North America,73,65 - ~
203863,Male,Lance Morales,Edmonton,AB,Alberta,T5J 0K7,Canada,1949-10-06,North America,75,65 - ~
303771,Female,Marla Vincent,Edmonton,AB,Alberta,T5J 0K7,Canada,1962-02-11,North America,62,50 - 64
339050,Male,Jacob Craver,Edmonton,AB,Alberta,T5J 0K7,Canada,1957-05-03,North America,67,65 - ~
351665,Male,Wilbert Miller,Edmonton,AB,Alberta,T5J 0K7,Canada,1952-08-09,North America,72,65 - ~
208195,Female,Jill Schwan,Edmonton,AB,Alberta,T5J 2R4,Canada,1980-12-25,North America,44,35 - 49
227338,Female,Ida Moore,Edmonton,AB,Alberta,T5J 2R4,Canada,1977-10-31,North America,47,35 - 49
228792,Female,Judy Young,Edmonton,AB,Alberta,T5J 2R4,Canada,1946-12-14,North America,78,65 - ~
248476,Male,Elliott Dahl,Edmonton,AB,Alberta,T5J 2R4,Canada,2001-01-03,North America,23,18 - 34
253813,Female,Chasity Bailey,Edmonton,AB,Alberta,T5J 2R4,Canada,1979-01-13,North America,45,35 - 49
254825,Female,Barbara Singleton,Edmonton,AB,Alberta,T5J 2R4,Canada,1981-10-07,North America,43,35 - 49
265326,Male,Hassan Taylor,Edmonton,AB,Alberta,T5J 2R4,Canada,1938-03-23,North America,86,65 - ~
305369,Female,Gail McCulley,Edmonton,AB,Alberta,T5J 2R4,Canada,1995-09-21,North America,29,18 - 34
318123,Male,Ronald Cleghorn,Edmonton,AB,Alberta,T5J 2R4,Canada,1999-06-16,North America,25,18 - 34
334903,Male,Thomas Rodriguez,Edmonton,AB,Alberta,T5J 2R4,Canada,2001-02-07,North America,23,18 - 34
354108,Male,Ronnie Sherlock,Edmonton,AB,Alberta,T5J 2R4,Canada,1992-07-04,North America,32,18 - 34
371706,Male,Peter Schaper,Edmonton,AB,Alberta,T5J 2R4,Canada,1949-09-30,North America,75,65 - ~
378064,Female,Sandra Britton,Edmonton,AB,Alberta,T5J 2R4,Canada,1940-03-08,North America,84,65 - ~
299724,Female,Rebecca Kruse,Edmonton,AB,Alberta,T5J 3N2,Canada,1977-03-16,North America,47,35 - 49
304323,Female,Lisa Springer,Edmonton,AB,Alberta,T5J 3N2,Canada,1981-04-13,North America,43,35 - 49
336182,Male,Stephen Kreps,Edmonton,AB,Alberta,T5J 3N2,Canada,2000-04-24,North America,24,18 - 34
337695,Female,Lucila Yagi,Edmonton,AB,Alberta,T5J 3N2,Canada,1982-11-09,North America,42,35 - 49
246656,Male,Christopher White,Edmonton,AB,Alberta,T5J 3N6,Canada,1962-06-24,North America,62,50 - 64
269370,Male,Andres Swain,Edmonton,AB,Alberta,T5J 3N6,Canada,1955-03-17,North America,69,65 - ~
280641,Female,Una Ortega,Edmonton,AB,Alberta,T5J 3N6,Canada,1941-09-22,North America,83,65 - ~
304669,Male,Robert Roberts,Edmonton,AB,Alberta,T5J 3N6,Canada,1953-07-13,North America,71,65 - ~
207552,Female,Amber Jenkins,Edmonton,AB,Alberta,T5M 3K3,Canada,1969-04-01,North America,55,50 - 64
249956,Female,Brittany Grizzard,Edmonton,AB,Alberta,T5M 3K3,Canada,1971-07-30,North America,53,50 - 64
396894,Female,Sasha Cooper,Edmonton,AB,Alberta,T5M 3K3,Canada,1941-03-21,North America,83,65 - ~
221326,Male,William Speier,Edmonton,AB,Alberta,T6H 1J5,Canada,1942-12-20,North America,82,65 - ~
229838,Female,Annette Martinez,Edmonton,AB,Alberta,T6H 1J5,Canada,1980-04-03,North America,44,35 - 49
247866,Male,Michael Faught,Edmonton,AB,Alberta,T6H 1J5,Canada,1987-12-26,North America,37,35 - 49
367824,Female,Shelly Pitchford,Edmonton,AB,Alberta,T6H 1J5,Canada,1994-01-25,North America,30,18 - 34
276098,Female,Stephanie Ziebarth,Edson,AB,Alberta,T7E 1V0,Canada,1968-12-16,North America,56,50 - 64
316341,Male,Beau Miller,Edson,AB,Alberta,T7E 1V0,Canada,1973-09-16,North America,51,50 - 64
220723,Male,James Albee,Whitecourt,AB,Alberta,T7S 1A1,Canada,1995-06-21,North America,29,18 - 34
353240,Male,Jessie Seymour,Sherwood Park,AB,Alberta,T8A 1V6,Canada,1963-05-02,North America,61,50 - 64
381656,Female,Marie Lewis,Fort Saskatchewan,AB,Alberta,T8L 2H4,Canada,1935-03-09,North America,89,65 - ~
301925,Female,Maryann Johnson,St Albert,AB,Alberta,T8N 1C7,Canada,1999-08-07,North America,25,18 - 34
311789,Female,Helga Alamo,Peace River,AB,Alberta,T8S 1V9,Canada,1943-07-01,North America,81,65 - ~
333927,Female,Cynthia Reed,Peace River,AB,Alberta,T8S 1V9,Canada,1983-05-30,North America,41,35 - 49
340665,Female,Sue Garza,Peace River,AB,Alberta,T8S 1V9,Canada,1982-02-11,North America,42,35 - 49
374235,Female,Elia Garcia,Peace River,AB,Alberta,T8S 1V9,Canada,1993-05-08,North America,31,18 - 34
225593,Female,Josephine Gregg,Grande Prairie,AB,Alberta,T8V 0S1,Canada,1986-01-03,North America,38,35 - 49
274765,Female,Linda Myers,Grande Prairie,AB,Alberta,T8V 0S1,Canada,1947-11-28,North America,77,65 - ~
376607,Female,Monnie Terry,Grande Prairie,AB,Alberta,T8V 0S1,Canada,1955-08-07,North America,69,65 - ~
391733,Male,David Johnson,Grande Prairie,AB,Alberta,T8V 2V4,Canada,2000-04-12,North America,24,18 - 34
288497,Female,Melissa Graham,Vegreville,AB,Alberta,T9C 1S1,Canada,1953-08-12,North America,71,65 - ~
201832,Male,Robert Knoll,Fort Mcmurray,AB,Alberta,T9H 3J9,Canada,1990-10-05,North America,34,18 - 34
223761,Male,Bruno William,Fort Mcmurray,AB,Alberta,T9H 3J9,Canada,1954-01-07,North America,70,65 - ~
295279,Male,Damien Bush,Fort Mcmurray,AB,Alberta,T9H 3J9,Canada,1999-08-22,North America,25,18 - 34
356576,Male,Ralph McGlone,Fort Mcmurray,AB,Alberta,T9H 3J9,Canada,1950-05-05,North America,74,65 - ~
236974,Female,Sandra Hollenbeck,Lloydminster,AB,Alberta,T9V 0L9,Canada,1941-12-31,North America,83,65 - ~
285421,Male,Tyrone Bailey,Lloydminster,AB,Alberta,T9V 0L9,Canada,1939-05-14,North America,85,65 - ~
307703,Female,Laura Anderson,Lloydminster,AB,Alberta,T9V 0L9,Canada,2001-02-11,North America,23,18 - 34
742596,Male,Gianni De Luca,Siculiana,AG,Agrigento,92010,Italy,1959-03-10,Europe,65,Undefined
708260,Female,Erica Fallaci,Ribera,AG,Agrigento,92016,Italy,1957-07-22,Europe,67,65 - ~
701368,Male,Ambrosino Sabbatini,Borgo Callea,AG,Agrigento,92020,Italy,1998-10-14,Europe,26,18 - 34
1790366,Female,Katherine Graves,Anchorage,AK,Alaska,99501,United States,1980-04-25,North America,44,35 - 49
1818632,Male,Ronnie Taylor,Anchorage,AK,Alaska,99501,United States,1952-12-27,North America,72,65 - ~
2046265,Female,Ellen Pettersson,Anchorage,AK,Alaska,99501,United States,1946-01-05,North America,78,65 - ~
1635502,Male,Neil Wheeler,Anchorage,AK,Alaska,99503,United States,1956-04-21,North America,68,65 - ~
1691683,Female,Jeanette Martinez,Anchorage,AK,Alaska,99503,United States,1962-05-25,North America,62,50 - 64
1997208,Male,Vulpiano Manzanares,Port Protection,AK,Alaska,99503,United States,1966-09-16,North America,58,50 - 64
1984697,Female,Asta Damgaard,Anchorage,AK,Alaska,99515,United States,1953-11-27,North America,71,65 - ~
1373635,Male,Robert Lynch,Anchorage,AK,Alaska,99518,United States,1953-10-13,North America,71,65 - ~
1732784,Female,Diane Armijo,Atmautluak,AK,Alaska,99559,United States,1977-12-30,North America,47,35 - 49
1738306,Male,Paul Dell,Chignik,AK,Alaska,99564,United States,1962-07-30,North America,62,50 - 64
1292238,Female,Alta Busby,King Salmon,AK,Alaska,99613,United States,1948-07-20,North America,76,65 - ~
1599869,Female,Louise Anthony,King Salmon,AK,Alaska,99613,United States,1989-09-09,North America,35,35 - 49
2016610,Male,Ruaraidh Fleming,Nondalton,AK,Alaska,99640,United States,1968-03-30,North America,56,50 - 64
2076337,Male,Noah Trouton,Wasilla,AK,Alaska,99654,United States,1953-08-19,North America,71,65 - ~
